age,marital,address,income,inccat,ed,employ,retire,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
48,Unmarried,29,98,$75+,High school degree,27,No,Female,1,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
42,Unmarried,15,73,$50 - $74,Some college,6,No,Male,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
53,Unmarried,5,82,$75+,Did not complete high school,14,No,Male,1,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
29,Married,4,20,Under $25,High school degree,6,No,Female,3,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
67,Unmarried,38,36,$25 - $49,High school degree,19,No,Male,1,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
53,Married,24,125,$75+,High school degree,7,No,Female,2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
47,Married,16,122,$75+,Did not complete high school,24,No,Male,5,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No
50,Married,0,270,$75+,College degree,21,No,Male,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
46,Unmarried,18,47,$25 - $49,College degree,10,No,Male,1,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
33,Unmarried,12,59,$50 - $74,College degree,1,No,Female,6,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
39,Unmarried,2,63,$50 - $74,Did not complete high school,21,No,Male,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
58,Married,8,85,$75+,High school degree,14,No,Female,2,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
72,Married,51,180,$75+,College degree,25,No,Female,2,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
65,Unmarried,19,180,$75+,Did not complete high school,34,No,Male,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
40,Married,4,88,$75+,Post-undergraduate degree,4,No,Female,4,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
24,Married,5,31,$25 - $49,College degree,1,No,Female,4,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
40,Unmarried,0,38,$25 - $49,High school degree,2,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
26,Unmarried,0,38,$25 - $49,Did not complete high school,9,No,Male,1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
34,Unmarried,9,17,Under $25,Did not complete high school,0,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
21,Married,2,20,Under $25,Some college,0,No,Male,3,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
43,Married,1,65,$50 - $74,Post-undergraduate degree,5,No,Female,5,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
49,Unmarried,10,41,$25 - $49,Some college,11,No,Male,1,No,Yes,No,No,No Answer,No,No,Yes,Yes,Yes,No,No,No,No,No
28,Unmarried,4,20,Under $25,Some college,3,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
59,Unmarried,13,53,$50 - $74,Did not complete high school,24,No,Male,1,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
58,Married,8,17,Under $25,Some college,2,No,Female,2,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
52,Unmarried,25,103,$75+,Some college,13,No,Female,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
49,Unmarried,16,62,$50 - $74,College degree,0,No,Male,1,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
43,Unmarried,12,224,$75+,College degree,12,No,Female,2,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
38,Unmarried,14,32,$25 - $49,Post-undergraduate degree,10,No,Female,1,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
45,Unmarried,18,51,$50 - $74,Some college,15,No,Male,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
54,Unmarried,20,30,$25 - $49,High school degree,11,No,Male,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
35,Married,4,108,$75+,High school degree,11,No,Male,4,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
57,Unmarried,37,47,$25 - $49,Did not complete high school,18,No,Female,2,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
51,Unmarried,26,94,$75+,Some college,7,No,Male,1,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
45,Married,16,39,$25 - $49,Did not complete high school,9,No,Female,3,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
38,Unmarried,7,118,$75+,High school degree,17,No,Female,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
21,Unmarried,1,24,Under $25,Some college,0,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
71,Unmarried,0,57,$50 - $74,College degree,26,Yes,Female,1,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
31,Unmarried,8,20,Under $25,Did not complete high school,2,No,Female,1,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
61,Unmarried,41,585,$75+,High school degree,36,No,Female,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
36,Unmarried,12,128,$75+,College degree,13,No,Female,1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
47,Unmarried,8,43,$25 - $49,College degree,6,No,Male,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
26,Unmarried,2,18,Under $25,Did not complete high school,2,No,Female,1,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
40,Unmarried,2,22,Under $25,Post-undergraduate degree,0,No,Female,1,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
40,Married,18,46,$25 - $49,College degree,12,No,Male,5,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
22,Unmarried,1,23,Under $25,College degree,0,No,Male,2,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
73,Married,8,527,$75+,Did not complete high school,57,No,Male,5,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
46,Unmarried,23,45,$25 - $49,College degree,6,No,Female,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
41,Married,10,53,$50 - $74,Some college,15,No,Female,5,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
44,Unmarried,20,127,$75+,College degree,13,No,Female,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
30,Married,7,25,$25 - $49,Some college,5,No,Female,5,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
31,Married,11,35,$25 - $49,College degree,0,No,Female,5,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
64,Married,43,375,$75+,Some college,32,No,Male,2,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No
32,Married,9,50,$50 - $74,College degree,2,No,Male,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
35,Unmarried,10,80,$75+,Post-undergraduate degree,1,No,Female,2,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No
57,Unmarried,11,106,$75+,Did not complete high school,13,No,Female,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
43,Unmarried,23,46,$25 - $49,Did not complete high school,7,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
65,Married,41,34,$25 - $49,Some college,6,No,Male,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
29,Unmarried,7,22,Under $25,High school degree,5,No,Female,1,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
45,Unmarried,19,33,$25 - $49,High school degree,5,No,Female,1,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No
37,Unmarried,9,24,Under $25,College degree,12,No,Female,1,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
60,Unmarried,21,423,$75+,Some college,34,No,Female,1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
43,Unmarried,2,108,$75+,Post-undergraduate degree,10,No,Male,1,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
44,Unmarried,13,54,$50 - $74,Some college,12,No,Female,1,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
53,Married,16,49,$25 - $49,High school degree,10,No,Female,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
54,Unmarried,25,183,$75+,High school degree,32,No,Male,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
41,Married,18,51,$50 - $74,High school degree,18,No,Female,5,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
29,Unmarried,0,75,$75+,High school degree,8,No,Male,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
43,Married,3,52,$50 - $74,High school degree,7,No,Female,4,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
53,Unmarried,23,128,$75+,Some college,29,No,Male,1,No,Yes,Yes,No,Does not know,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
25,Unmarried,2,31,$25 - $49,College degree,0,No,Female,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
61,Unmarried,31,48,$25 - $49,High school degree,7,No,Female,1,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
33,Unmarried,10,41,$25 - $49,College degree,5,No,Male,1,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
49,Married,16,23,Under $25,Some college,9,No,Male,3,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes
35,Married,13,55,$50 - $74,College degree,11,No,Male,2,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
39,Unmarried,4,20,Under $25,Some college,3,No,Male,1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
24,Unmarried,1,21,Under $25,College degree,1,No,Male,2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
66,Married,11,10,Under $25,High school degree,4,Yes,Male,2,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No
51,Unmarried,8,237,$75+,College degree,27,No,Female,1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
47,Unmarried,22,193,$75+,Post-undergraduate degree,21,No,Female,1,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
55,Unmarried,25,86,$75+,Some college,17,No,Female,1,Yes,No,Yes,Yes,Does not know,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
51,Unmarried,10,34,$25 - $49,High school degree,3,No,Male,4,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
23,Unmarried,1,31,$25 - $49,Some college,0,No,Female,4,No,No,No,No,No Answer,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
24,Unmarried,4,27,$25 - $49,College degree,0,No,Male,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
60,Married,34,44,$25 - $49,High school degree,15,No,Female,2,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
26,Married,0,18,Under $25,Some college,3,No,Female,3,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
38,Unmarried,4,45,$25 - $49,Some college,14,No,Male,2,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
33,Unmarried,12,33,$25 - $49,College degree,3,No,Male,1,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
60,Married,0,37,$25 - $49,Did not complete high school,24,No,Male,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
47,Married,16,29,$25 - $49,High school degree,9,No,Female,2,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
25,Unmarried,2,32,$25 - $49,Some college,2,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
49,Married,22,316,$75+,Some college,22,No,Male,2,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
43,Married,1,47,$25 - $49,High school degree,7,No,Female,7,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
62,Unmarried,27,12,Under $25,Did not complete high school,1,Yes,Male,1,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
36,Married,13,39,$25 - $49,Post-undergraduate degree,2,No,Female,5,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
43,Unmarried,14,33,$25 - $49,High school degree,1,No,Female,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
49,Married,20,42,$25 - $49,College degree,10,No,Male,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
68,Unmarried,25,121,$75+,Did not complete high school,35,No,Female,1,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
66,Married,28,119,$75+,High school degree,37,No,Male,2,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
23,Unmarried,4,32,$25 - $49,Did not complete high school,4,No,Male,3,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
47,Unmarried,16,33,$25 - $49,High school degree,14,No,Female,1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
48,Married,5,40,$25 - $49,College degree,8,No,Male,2,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
25,Married,4,33,$25 - $49,Some college,1,No,Male,5,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
25,Married,3,17,Under $25,Did not complete high school,2,No,Female,3,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
39,Married,5,38,$25 - $49,Did not complete high school,21,No,Female,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
41,Unmarried,20,33,$25 - $49,High school degree,1,No,Male,1,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
35,Married,4,26,$25 - $49,High school degree,2,No,Female,4,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
33,Married,13,114,$75+,High school degree,14,No,Female,4,No,No,No,No,Does not know,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
57,Unmarried,5,151,$75+,High school degree,10,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
35,Unmarried,0,44,$25 - $49,Did not complete high school,13,No,Female,2,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
62,Married,40,462,$75+,Did not complete high school,42,No,Male,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
30,Married,3,38,$25 - $49,High school degree,6,No,Male,3,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
32,Unmarried,8,55,$50 - $74,High school degree,5,No,Male,2,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
41,Unmarried,20,107,$75+,High school degree,18,No,Male,5,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
66,Married,47,15,Under $25,Did not complete high school,28,Yes,Male,2,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
36,Unmarried,9,98,$75+,College degree,10,No,Male,2,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
33,Married,4,19,Under $25,College degree,5,No,Female,4,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
54,Married,2,48,$25 - $49,High school degree,11,No,Male,3,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
35,Unmarried,6,32,$25 - $49,Did not complete high school,12,No,Male,3,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
37,Unmarried,10,21,Under $25,College degree,3,No,Female,1,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
40,Unmarried,6,85,$75+,High school degree,15,No,Male,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
63,Married,28,177,$75+,College degree,38,No,Male,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
28,Unmarried,7,21,Under $25,Some college,3,No,Female,1,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
43,Married,13,148,$75+,High school degree,13,No,Male,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
48,Married,16,172,$75+,High school degree,28,No,Female,2,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
47,Unmarried,4,102,$75+,Did not complete high school,19,No,Female,1,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
49,Married,17,95,$75+,College degree,23,No,Female,2,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
32,Married,1,31,$25 - $49,College degree,6,No,Male,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
48,Married,12,102,$75+,Did not complete high school,27,No,Female,4,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
40,Married,16,23,Under $25,Did not complete high school,5,No,Female,4,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
54,Unmarried,6,27,$25 - $49,Did not complete high school,0,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
41,Unmarried,6,95,$75+,Post-undergraduate degree,5,No,Male,1,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
50,Married,27,167,$75+,Post-undergraduate degree,17,No,Male,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
29,Married,3,30,$25 - $49,College degree,4,No,Female,5,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
38,Married,12,61,$50 - $74,Some college,3,No,Male,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
34,Unmarried,0,33,$25 - $49,Some college,3,No,Male,3,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No
27,Unmarried,7,30,$25 - $49,High school degree,4,No,Male,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
23,Married,0,55,$50 - $74,College degree,0,No,Male,6,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
57,Unmarried,7,43,$25 - $49,Some college,3,No,Male,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
28,Unmarried,8,34,$25 - $49,High school degree,5,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
55,Married,16,25,$25 - $49,Did not complete high school,2,No,Female,6,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
50,Married,23,107,$75+,High school degree,19,No,Female,4,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
19,Married,0,40,$25 - $49,High school degree,0,No,Male,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
24,Married,1,26,$25 - $49,College degree,0,No,Female,3,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
18,Unmarried,0,13,Under $25,Did not complete high school,0,No,Female,3,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No
36,Married,5,50,$50 - $74,Did not complete high school,11,No,Male,8,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
61,Unmarried,29,292,$75+,Did not complete high school,40,No,Female,1,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
34,Unmarried,3,89,$75+,Did not complete high school,18,No,Male,2,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
38,Unmarried,13,142,$75+,Post-undergraduate degree,3,No,Male,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
33,Married,13,29,$25 - $49,Did not complete high school,4,No,Female,3,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
48,Unmarried,27,261,$75+,College degree,22,No,Male,3,No,No,No,No,No Answer,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
28,Married,6,24,Under $25,High school degree,1,No,Male,2,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
39,Unmarried,14,101,$75+,Did not complete high school,18,No,Male,1,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
32,Married,10,29,$25 - $49,College degree,2,No,Female,5,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
38,Married,11,77,$75+,High school degree,16,No,Female,3,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
21,Unmarried,0,19,Under $25,Some college,0,No,Female,3,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No
47,Married,12,54,$50 - $74,Did not complete high school,11,No,Female,3,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
58,Married,9,355,$75+,College degree,23,No,Female,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
53,Married,17,52,$50 - $74,Did not complete high school,17,No,Male,2,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
38,Married,14,43,$25 - $49,High school degree,3,No,Female,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
32,Unmarried,9,22,Under $25,Did not complete high school,0,No,Female,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
32,Unmarried,8,19,Under $25,College degree,5,No,Male,4,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No
31,Unmarried,11,29,$25 - $49,High school degree,9,No,Male,2,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
47,Married,12,84,$75+,College degree,20,No,Female,2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
46,Unmarried,10,52,$50 - $74,Did not complete high school,15,No,Male,2,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
23,Married,4,28,$25 - $49,High school degree,3,No,Male,6,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
53,Married,14,220,$75+,Post-undergraduate degree,25,No,Male,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
57,Married,27,25,$25 - $49,College degree,6,Yes,Male,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
25,Unmarried,5,68,$50 - $74,College degree,2,No,Male,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
46,Married,25,49,$25 - $49,High school degree,11,No,Female,5,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
30,Married,0,27,$25 - $49,Did not complete high school,10,No,Female,5,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
56,Unmarried,7,298,$75+,College degree,19,No,Male,1,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes
37,Married,1,49,$25 - $49,Post-undergraduate degree,9,No,Female,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
45,Unmarried,23,77,$75+,Some college,4,No,Female,1,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
22,Unmarried,3,29,$25 - $49,Did not complete high school,4,No,Male,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
34,Unmarried,6,32,$25 - $49,High school degree,3,No,Male,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
35,Married,2,22,Under $25,High school degree,2,No,Female,4,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
73,Unmarried,8,44,$25 - $49,Did not complete high school,18,No,Female,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
57,Unmarried,6,25,$25 - $49,High school degree,0,No,Male,1,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
48,Married,10,24,Under $25,Did not complete high school,2,No,Female,4,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No
40,Unmarried,21,37,$25 - $49,Did not complete high school,5,No,Female,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
27,Unmarried,1,33,$25 - $49,College degree,0,No,Male,2,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No
37,Married,2,48,$25 - $49,Some college,5,No,Male,4,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
47,Married,21,39,$25 - $49,Did not complete high school,21,No,Female,3,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
36,Unmarried,8,25,$25 - $49,Did not complete high school,4,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes
