age,car,carcat,empcat,jobsat
42,35.9,Luxury,5 to 15,Highly satisfied
31,15.3,Standard,Less than 5,Somewhat satisfied
34,10.200000000000001,Economy,5 to 15,Somewhat dissatisfied
28,45,Luxury,Less than 5,Somewhat dissatisfied
46,44.800000000000004,Luxury,More than 15,Somewhat satisfied
36,28.1,Standard,More than 15,Highly satisfied
23,12.700000000000001,Economy,Less than 5,Highly dissatisfied
39,24.200000000000003,Standard,5 to 15,Neutral
60,79.3,Luxury,More than 15,Somewhat satisfied
25,10.4,Economy,Less than 5,Highly dissatisfied
24,8.8,Economy,Less than 5,Somewhat dissatisfied
47,17.400000000000002,Standard,5 to 15,Somewhat dissatisfied
44,26.1,Standard,5 to 15,Somewhat satisfied
42,12.8,Economy,Less than 5,Somewhat dissatisfied
57,78.3,Luxury,More than 15,Highly satisfied
42,43,Luxury,5 to 15,Somewhat satisfied
47,35.300000000000004,Luxury,More than 15,Neutral
34,14.200000000000001,Economy,5 to 15,Somewhat satisfied
34,29.1,Standard,5 to 15,Highly dissatisfied
36,18.3,Standard,5 to 15,Neutral
43,29.3,Standard,More than 15,Highly satisfied
37,37.5,Luxury,More than 15,Somewhat dissatisfied
31,34.5,Luxury,5 to 15,Neutral
70,7,Economy,5 to 15,Somewhat dissatisfied
26,10.700000000000001,Economy,Less than 5,Highly satisfied
39,12.9,Economy,5 to 15,Somewhat satisfied
41,42.900000000000006,Luxury,More than 15,Highly satisfied
56,89.60000000000001,Luxury,More than 15,Highly dissatisfied
39,15.3,Standard,Less than 5,Highly dissatisfied
63,5.5,Economy,5 to 15,Somewhat dissatisfied
35,52.1,Luxury,5 to 15,Highly satisfied
52,29.700000000000003,Standard,5 to 15,Somewhat satisfied
50,37.5,Luxury,5 to 15,Neutral
57,71.3,Luxury,More than 15,Somewhat dissatisfied
20,7,Economy,Less than 5,Somewhat dissatisfied
22,12.5,Economy,Less than 5,Highly dissatisfied
19,8.5,Economy,Less than 5,Highly dissatisfied
28,14.5,Economy,5 to 15,Highly satisfied
46,18.900000000000002,Standard,Less than 5,Highly dissatisfied
26,11.9,Economy,Less than 5,Highly dissatisfied
38,36.5,Luxury,More than 15,Neutral
62,76.5,Luxury,More than 15,Highly satisfied
53,74.6,Luxury,More than 15,Somewhat satisfied
34,23.200000000000003,Standard,Less than 5,Highly satisfied
20,10.8,Economy,Less than 5,Neutral
34,26.700000000000003,Standard,5 to 15,Neutral
41,67.3,Luxury,More than 15,Neutral
31,24.3,Standard,5 to 15,Neutral
51,74.6,Luxury,More than 15,Somewhat satisfied
70,78.5,Luxury,More than 15,Highly satisfied
74,10.700000000000001,Economy,More than 15,Neutral
30,49.1,Luxury,5 to 15,Highly satisfied
52,16.5,Standard,5 to 15,Somewhat satisfied
25,6.300000000000001,Economy,Less than 5,Highly dissatisfied
52,27.5,Standard,More than 15,Highly satisfied
61,16,Standard,5 to 15,Highly satisfied
28,17.6,Standard,Less than 5,Somewhat dissatisfied
47,18,Standard,Less than 5,Highly dissatisfied
39,39.400000000000006,Luxury,5 to 15,Highly dissatisfied
35,22.1,Standard,Less than 5,Highly dissatisfied
29,24,Standard,Less than 5,Highly satisfied
52,14,Economy,Less than 5,Somewhat satisfied
36,19.1,Standard,5 to 15,Somewhat dissatisfied
27,11.8,Economy,Less than 5,Somewhat dissatisfied
38,26.1,Standard,Less than 5,Neutral
40,24,Standard,5 to 15,Somewhat satisfied
32,14.5,Economy,5 to 15,Neutral
26,5.9,Economy,Less than 5,Neutral
42,73.3,Luxury,More than 15,Highly satisfied
29,17.8,Standard,Less than 5,Somewhat dissatisfied
42,69.3,Luxury,More than 15,Highly satisfied
37,29,Standard,5 to 15,Somewhat satisfied
44,31.400000000000002,Luxury,5 to 15,Highly satisfied
43,48.300000000000004,Luxury,More than 15,Highly satisfied
38,17.8,Standard,5 to 15,Somewhat satisfied
41,42.7,Luxury,5 to 15,Somewhat satisfied
25,16.5,Standard,Less than 5,Somewhat dissatisfied
28,19.1,Standard,Less than 5,Highly satisfied
31,31.6,Luxury,5 to 15,Somewhat dissatisfied
56,34,Luxury,5 to 15,Neutral
36,17.5,Standard,Less than 5,Somewhat satisfied
34,7.300000000000001,Economy,Less than 5,Highly dissatisfied
30,23.400000000000002,Standard,5 to 15,Somewhat satisfied
24,7.800000000000001,Economy,Less than 5,Neutral
26,12.3,Economy,Less than 5,Highly dissatisfied
37,91.2,Luxury,More than 15,Highly satisfied
29,18.5,Standard,Less than 5,Somewhat dissatisfied
30,58.1,Luxury,5 to 15,Highly satisfied
50,72.9,Luxury,More than 15,Highly satisfied
31,31.1,Luxury,Less than 5,Somewhat dissatisfied
40,33.2,Luxury,5 to 15,Somewhat satisfied
46,31.400000000000002,Luxury,5 to 15,Highly dissatisfied
36,19.5,Standard,5 to 15,Somewhat dissatisfied
54,25.8,Standard,5 to 15,Highly dissatisfied
34,21,Standard,Less than 5,Somewhat dissatisfied
40,27,Standard,Less than 5,Highly dissatisfied
30,12.600000000000001,Economy,Less than 5,Highly dissatisfied
43,27.700000000000003,Standard,Less than 5,Neutral
34,18,Standard,5 to 15,Highly satisfied
40,44.300000000000004,Luxury,More than 15,Somewhat dissatisfied
47,96.30000000000001,Luxury,More than 15,Neutral
64,7.300000000000001,Economy,Less than 5,Somewhat dissatisfied
27,11.8,Economy,5 to 15,Highly dissatisfied
48,69.2,Luxury,More than 15,Highly satisfied
35,28.400000000000002,Standard,5 to 15,Somewhat satisfied
62,35.800000000000004,Luxury,5 to 15,Somewhat satisfied
69,4.2,Economy,Less than 5,Somewhat dissatisfied
50,80.1,Luxury,More than 15,Highly dissatisfied
45,64.7,Luxury,More than 15,Somewhat satisfied
48,15.600000000000001,Standard,Less than 5,Somewhat dissatisfied
59,19.5,Standard,Less than 5,Neutral
47,13.700000000000001,Economy,Less than 5,Highly dissatisfied
25,10.9,Economy,Less than 5,Highly dissatisfied
52,50,Luxury,More than 15,Highly satisfied
31,15,Standard,5 to 15,Neutral
31,26.5,Standard,Less than 5,Somewhat dissatisfied
52,23.1,Standard,5 to 15,Highly dissatisfied
49,79,Luxury,More than 15,Highly satisfied
41,28.700000000000003,Standard,5 to 15,Neutral
48,28.6,Standard,5 to 15,Neutral
40,10.4,Economy,5 to 15,Neutral
41,31.900000000000002,Luxury,More than 15,Neutral
24,23.6,Standard,Less than 5,Highly dissatisfied
49,61.2,Luxury,More than 15,Highly satisfied
31,28.8,Standard,5 to 15,Somewhat satisfied
52,14.200000000000001,Economy,Less than 5,Neutral
72,14.8,Economy,5 to 15,Highly dissatisfied
56,76.4,Luxury,More than 15,Highly satisfied
48,48.400000000000006,Luxury,More than 15,Highly satisfied
42,35.9,Luxury,5 to 15,Highly satisfied
53,39.6,Luxury,5 to 15,Highly satisfied
29,9.5,Economy,5 to 15,Highly dissatisfied
67,17.7,Standard,More than 15,Highly satisfied
53,62.2,Luxury,5 to 15,Highly satisfied
47,59.1,Luxury,More than 15,Somewhat satisfied
50,79.4,Luxury,More than 15,Somewhat dissatisfied
46,23,Standard,5 to 15,Neutral
33,30.1,Luxury,Less than 5,Neutral
39,30.8,Luxury,More than 15,Highly satisfied
58,42.300000000000004,Luxury,5 to 15,Somewhat satisfied
72,89.9,Luxury,More than 15,Highly satisfied
65,90.10000000000001,Luxury,More than 15,Highly satisfied
40,45.1,Luxury,Less than 5,Neutral
24,15.200000000000001,Standard,Less than 5,Somewhat dissatisfied
40,18.7,Standard,Less than 5,Highly dissatisfied
26,19,Standard,5 to 15,Neutral
34,8.6,Economy,Less than 5,Somewhat dissatisfied
21,10,Economy,Less than 5,Somewhat dissatisfied
43,32.9,Luxury,5 to 15,Somewhat dissatisfied
49,21,Standard,5 to 15,Neutral
28,10.100000000000001,Economy,Less than 5,Somewhat dissatisfied
59,26.5,Standard,More than 15,Somewhat satisfied
58,8.5,Economy,Less than 5,Neutral
52,50.300000000000004,Luxury,5 to 15,Neutral
49,30.200000000000003,Luxury,Less than 5,Somewhat dissatisfied
43,73.8,Luxury,5 to 15,Somewhat dissatisfied
38,16.2,Standard,5 to 15,Neutral
45,25.6,Standard,More than 15,Somewhat satisfied
54,14.700000000000001,Economy,5 to 15,Neutral
35,54.300000000000004,Luxury,5 to 15,Somewhat satisfied
57,23,Standard,More than 15,Somewhat satisfied
51,46.6,Luxury,5 to 15,Highly satisfied
45,19.6,Standard,5 to 15,Highly dissatisfied
38,60,Luxury,More than 15,Somewhat dissatisfied
21,12,Economy,Less than 5,Neutral
71,28.8,Standard,More than 15,Highly satisfied
31,10.200000000000001,Economy,Less than 5,Neutral
61,74.9,Luxury,More than 15,Highly satisfied
36,64.3,Luxury,5 to 15,Neutral
47,22,Standard,5 to 15,Neutral
26,9.1,Economy,Less than 5,Highly satisfied
40,11.100000000000001,Economy,Less than 5,Highly dissatisfied
40,22.8,Standard,5 to 15,Neutral
22,11.3,Economy,Less than 5,Highly dissatisfied
73,78.3,Luxury,More than 15,Highly satisfied
46,22.900000000000002,Standard,5 to 15,Somewhat satisfied
41,26.6,Standard,More than 15,Somewhat dissatisfied
44,63.400000000000006,Luxury,5 to 15,Highly satisfied
30,12.3,Economy,5 to 15,Neutral
31,17.5,Standard,Less than 5,Somewhat dissatisfied
64,82.3,Luxury,More than 15,Somewhat satisfied
32,24.6,Standard,Less than 5,Somewhat satisfied
35,42.1,Luxury,Less than 5,Somewhat satisfied
57,53.2,Luxury,5 to 15,Somewhat dissatisfied
43,21.900000000000002,Standard,5 to 15,Somewhat satisfied
65,16.900000000000002,Standard,5 to 15,Somewhat dissatisfied
29,10.8,Economy,5 to 15,Highly satisfied
45,15.700000000000001,Standard,5 to 15,Highly dissatisfied
37,12.100000000000001,Economy,5 to 15,Somewhat satisfied
60,72.1,Luxury,More than 15,Somewhat dissatisfied
43,54.7,Luxury,5 to 15,Highly satisfied
44,26.6,Standard,5 to 15,Neutral
53,25.400000000000002,Standard,5 to 15,Somewhat dissatisfied
54,92.5,Luxury,More than 15,Highly satisfied
41,26.700000000000003,Standard,More than 15,Highly satisfied
29,37,Luxury,5 to 15,Highly satisfied
43,24.6,Standard,5 to 15,Somewhat satisfied
53,63.5,Luxury,More than 15,Highly satisfied
25,15.3,Standard,Less than 5,Highly dissatisfied
61,23.5,Standard,5 to 15,Somewhat dissatisfied
33,21.5,Standard,5 to 15,Somewhat dissatisfied
49,11.9,Economy,5 to 15,Somewhat dissatisfied
35,27.3,Standard,5 to 15,Somewhat satisfied
39,9.9,Economy,Less than 5,Neutral
24,10.600000000000001,Economy,Less than 5,Highly dissatisfied
66,5,Economy,Less than 5,Neutral
51,72.8,Luxury,More than 15,Highly satisfied
47,95.10000000000001,Luxury,More than 15,Highly satisfied
55,42.1,Luxury,More than 15,Somewhat satisfied
51,17.2,Standard,Less than 5,Somewhat dissatisfied
23,15.4,Standard,Less than 5,Highly dissatisfied
24,13.3,Economy,Less than 5,Highly dissatisfied
60,22.200000000000003,Standard,More than 15,Somewhat satisfied
26,8.9,Economy,Less than 5,Highly dissatisfied
38,21.900000000000002,Standard,5 to 15,Neutral
33,16.7,Standard,Less than 5,Somewhat dissatisfied
60,18.400000000000002,Standard,More than 15,Highly satisfied
47,14.3,Economy,5 to 15,Somewhat dissatisfied
25,16.2,Standard,Less than 5,Highly dissatisfied
49,74.4,Luxury,More than 15,Somewhat satisfied
43,22.8,Standard,5 to 15,Highly dissatisfied
62,6,Economy,Less than 5,Somewhat dissatisfied
36,19.700000000000003,Standard,Less than 5,Somewhat dissatisfied
43,16.400000000000002,Standard,Less than 5,Somewhat dissatisfied
49,20.200000000000003,Standard,5 to 15,Somewhat dissatisfied
68,60.300000000000004,Luxury,More than 15,Neutral
66,61.300000000000004,Luxury,More than 15,Highly satisfied
23,16,Standard,Less than 5,Somewhat dissatisfied
47,16.6,Standard,5 to 15,Highly satisfied
48,18.7,Standard,5 to 15,Neutral
25,16.3,Standard,Less than 5,Highly dissatisfied
25,8.5,Economy,Less than 5,Somewhat dissatisfied
39,18.900000000000002,Standard,More than 15,Somewhat satisfied
41,16.5,Standard,Less than 5,Highly dissatisfied
35,12.700000000000001,Economy,Less than 5,Neutral
33,56.6,Luxury,5 to 15,Highly satisfied
57,76,Luxury,5 to 15,Somewhat satisfied
35,22.900000000000002,Standard,5 to 15,Highly satisfied
62,77.2,Luxury,More than 15,Highly satisfied
30,19,Standard,5 to 15,Somewhat dissatisfied
32,28.1,Standard,5 to 15,Neutral
41,54.6,Luxury,More than 15,Neutral
66,7.4,Economy,More than 15,Somewhat satisfied
36,50,Luxury,5 to 15,Somewhat satisfied
33,9.4,Economy,5 to 15,Highly dissatisfied
54,23.700000000000003,Standard,5 to 15,Somewhat satisfied
35,15.9,Standard,5 to 15,Highly satisfied
37,10.5,Economy,Less than 5,Somewhat satisfied
40,42.400000000000006,Luxury,More than 15,Highly dissatisfied
63,88.80000000000001,Luxury,More than 15,Highly satisfied
28,10.5,Economy,Less than 5,Highly satisfied
43,74.5,Luxury,5 to 15,Somewhat satisfied
48,84.9,Luxury,More than 15,Neutral
47,49.400000000000006,Luxury,More than 15,Somewhat satisfied
49,48.400000000000006,Luxury,More than 15,Highly satisfied
32,15.200000000000001,Standard,5 to 15,Highly satisfied
48,51.1,Luxury,More than 15,Neutral
40,11.100000000000001,Economy,5 to 15,Somewhat dissatisfied
54,13.4,Economy,Less than 5,Highly dissatisfied
41,48.300000000000004,Luxury,5 to 15,Somewhat dissatisfied
50,83.7,Luxury,More than 15,Neutral
29,14.600000000000001,Economy,Less than 5,Neutral
38,31.200000000000003,Luxury,Less than 5,Somewhat dissatisfied
34,16.8,Standard,Less than 5,Highly dissatisfied
27,15,Standard,Less than 5,Highly satisfied
23,29.1,Standard,Less than 5,Somewhat dissatisfied
57,20.900000000000002,Standard,Less than 5,Highly satisfied
28,17.3,Standard,5 to 15,Neutral
55,12.600000000000001,Economy,Less than 5,Neutral
50,53.300000000000004,Luxury,More than 15,Highly satisfied
19,18.7,Standard,Less than 5,Neutral
24,12.600000000000001,Economy,Less than 5,Neutral
18,6.300000000000001,Economy,Less than 5,Neutral
36,24.3,Standard,5 to 15,Somewhat satisfied
61,72.6,Luxury,More than 15,Somewhat satisfied
34,44,Luxury,More than 15,Highly satisfied
38,71.10000000000001,Luxury,Less than 5,Somewhat satisfied
33,14.9,Economy,Less than 5,Somewhat satisfied
48,75.5,Luxury,More than 15,Somewhat dissatisfied
28,11.9,Economy,Less than 5,Somewhat dissatisfied
39,48.800000000000004,Luxury,More than 15,Highly satisfied
32,14.100000000000001,Economy,Less than 5,Somewhat satisfied
38,38.6,Luxury,More than 15,Highly satisfied
21,9.5,Economy,Less than 5,Somewhat dissatisfied
47,27.900000000000002,Standard,5 to 15,Somewhat dissatisfied
58,67.9,Luxury,More than 15,Highly satisfied
53,25.700000000000003,Standard,More than 15,Neutral
38,20.5,Standard,Less than 5,Highly dissatisfied
32,11,Economy,Less than 5,Highly dissatisfied
32,9.5,Economy,5 to 15,Somewhat dissatisfied
31,14.4,Economy,5 to 15,Somewhat dissatisfied
47,40.7,Luxury,More than 15,Neutral
46,25.700000000000003,Standard,More than 15,Somewhat satisfied
23,14,Economy,Less than 5,Somewhat dissatisfied
53,64.7,Luxury,More than 15,Somewhat satisfied
57,12.600000000000001,Economy,5 to 15,Somewhat dissatisfied
25,33.800000000000004,Luxury,Less than 5,Highly dissatisfied
46,23.6,Standard,5 to 15,Neutral
30,13.3,Economy,5 to 15,Highly satisfied
56,76.8,Luxury,More than 15,Highly satisfied
37,24,Standard,5 to 15,Highly satisfied
45,38.300000000000004,Luxury,Less than 5,Highly dissatisfied
22,14.4,Economy,Less than 5,Somewhat dissatisfied
34,15.9,Standard,Less than 5,Somewhat satisfied
35,10.700000000000001,Economy,Less than 5,Highly dissatisfied
73,22.5,Standard,More than 15,Somewhat satisfied
57,12.4,Economy,Less than 5,Highly dissatisfied
48,12.200000000000001,Economy,Less than 5,Highly dissatisfied
40,18.8,Standard,5 to 15,Neutral
27,16.1,Standard,Less than 5,Highly dissatisfied
37,24.6,Standard,5 to 15,Somewhat dissatisfied
47,19.400000000000002,Standard,More than 15,Neutral
36,12.8,Economy,Less than 5,Neutral
21,5.2,Economy,Less than 5,Highly dissatisfied
21,12.100000000000001,Economy,Less than 5,Highly dissatisfied
32,85,Luxury,5 to 15,Somewhat satisfied
36,12.100000000000001,Economy,5 to 15,Somewhat satisfied
28,12.3,Economy,Less than 5,Highly dissatisfied
32,9.5,Economy,Less than 5,Neutral
29,9,Economy,Less than 5,Somewhat dissatisfied
30,28.6,Standard,5 to 15,Somewhat dissatisfied
42,43,Luxury,Less than 5,Neutral
52,49.2,Luxury,More than 15,Highly satisfied
31,9.5,Economy,5 to 15,Highly satisfied
34,27.5,Standard,5 to 15,Neutral
45,66.3,Luxury,More than 15,Highly satisfied
57,47.1,Luxury,More than 15,Neutral
39,43.400000000000006,Luxury,5 to 15,Highly satisfied
19,9.4,Economy,Less than 5,Highly dissatisfied
26,22.6,Standard,Less than 5,Neutral
36,41.400000000000006,Luxury,5 to 15,Somewhat satisfied
20,11.5,Economy,Less than 5,Somewhat dissatisfied
46,75,Luxury,More than 15,Neutral
43,18.3,Standard,5 to 15,Neutral
64,80.4,Luxury,More than 15,Somewhat satisfied
64,13.4,Economy,5 to 15,Highly satisfied
45,36.1,Luxury,Less than 5,Somewhat satisfied
65,84.8,Luxury,More than 15,Highly satisfied
52,57.2,Luxury,5 to 15,Highly dissatisfied
39,45.300000000000004,Luxury,5 to 15,Somewhat satisfied
45,15.700000000000001,Standard,5 to 15,Neutral
51,16.2,Standard,Less than 5,Highly dissatisfied
48,13.100000000000001,Economy,Less than 5,Neutral
36,17,Standard,5 to 15,Neutral
41,34.1,Luxury,5 to 15,Neutral
47,70.10000000000001,Luxury,More than 15,Highly satisfied
55,75.6,Luxury,More than 15,Highly satisfied
39,39.1,Luxury,Less than 5,Somewhat dissatisfied
52,81.80000000000001,Luxury,5 to 15,Somewhat satisfied
57,36.2,Luxury,5 to 15,Highly dissatisfied
37,19.5,Standard,5 to 15,Highly satisfied
42,29.3,Standard,5 to 15,Highly satisfied
39,48.7,Luxury,More than 15,Highly satisfied
29,14.9,Economy,Less than 5,Neutral
59,15.200000000000001,Standard,5 to 15,Highly dissatisfied
56,22.900000000000002,Standard,5 to 15,Highly satisfied
36,86.9,Luxury,5 to 15,Highly satisfied
35,31.900000000000002,Luxury,Less than 5,Somewhat dissatisfied
26,35.2,Luxury,Less than 5,Somewhat dissatisfied
53,16.400000000000002,Standard,5 to 15,Somewhat satisfied
51,60.900000000000006,Luxury,More than 15,Somewhat satisfied
58,63.1,Luxury,More than 15,Highly satisfied
33,39.900000000000006,Luxury,5 to 15,Somewhat dissatisfied
40,29,Standard,More than 15,Highly satisfied
47,18.3,Standard,5 to 15,Highly dissatisfied
43,28.5,Standard,More than 15,Neutral
50,52.300000000000004,Luxury,5 to 15,Neutral
61,7.5,Economy,More than 15,Somewhat satisfied
31,15.9,Standard,Less than 5,Somewhat dissatisfied
37,31,Luxury,More than 15,Highly satisfied
37,20.400000000000002,Standard,Less than 5,Highly dissatisfied
27,13.4,Economy,Less than 5,Somewhat satisfied
49,53.2,Luxury,More than 15,Highly satisfied
24,17.8,Standard,Less than 5,Somewhat satisfied
56,14.700000000000001,Economy,Less than 5,Highly dissatisfied
25,14.3,Economy,Less than 5,Neutral
45,38.7,Luxury,More than 15,Neutral
35,13.700000000000001,Economy,5 to 15,Highly satisfied
40,31.8,Luxury,More than 15,Highly satisfied
49,93.4,Luxury,More than 15,Highly satisfied
23,10.5,Economy,Less than 5,Neutral
29,22.900000000000002,Standard,Less than 5,Neutral
55,68.7,Luxury,More than 15,Highly satisfied
46,28.8,Standard,Less than 5,Highly dissatisfied
45,21.6,Standard,Less than 5,Highly dissatisfied
34,9.9,Economy,5 to 15,Neutral
45,19.1,Standard,More than 15,Highly satisfied
29,12.100000000000001,Economy,Less than 5,Highly dissatisfied
44,26.700000000000003,Standard,More than 15,Highly satisfied
58,15,Standard,Less than 5,Highly dissatisfied
65,15.200000000000001,Standard,More than 15,Neutral
32,8.5,Economy,Less than 5,Somewhat satisfied
61,56.2,Luxury,More than 15,Highly satisfied
38,23.6,Standard,5 to 15,Somewhat satisfied
45,16.5,Standard,5 to 15,Highly dissatisfied
47,20.8,Standard,Less than 5,Somewhat satisfied
49,51.5,Luxury,More than 15,Neutral
51,53.1,Luxury,Less than 5,Somewhat satisfied
68,5.5,Economy,More than 15,Highly satisfied
50,24.1,Standard,5 to 15,Somewhat satisfied
24,8,Economy,Less than 5,Neutral
47,49.5,Luxury,More than 15,Somewhat satisfied
20,16.5,Standard,Less than 5,Highly dissatisfied
31,23.1,Standard,5 to 15,Somewhat dissatisfied
23,9.600000000000001,Economy,Less than 5,Highly dissatisfied
32,20.6,Standard,5 to 15,Neutral
56,20.400000000000002,Standard,More than 15,Somewhat dissatisfied
19,9.1,Economy,Less than 5,Highly dissatisfied
20,8.9,Economy,Less than 5,Somewhat dissatisfied
28,15,Standard,Less than 5,Highly dissatisfied
40,78.5,Luxury,More than 15,Somewhat dissatisfied
54,47.5,Luxury,More than 15,Somewhat satisfied
37,31.8,Luxury,More than 15,Somewhat satisfied
34,12.5,Economy,5 to 15,Highly dissatisfied
33,13.700000000000001,Economy,Less than 5,Highly dissatisfied
50,81.6,Luxury,5 to 15,Somewhat satisfied
30,29.8,Standard,Less than 5,Highly satisfied
32,7.9,Economy,Less than 5,Highly dissatisfied
54,26.700000000000003,Standard,5 to 15,Somewhat satisfied
45,24.3,Standard,5 to 15,Highly satisfied
45,60.400000000000006,Luxury,More than 15,Neutral
36,23.900000000000002,Standard,5 to 15,Somewhat satisfied
57,57.900000000000006,Luxury,More than 15,Somewhat dissatisfied
71,5.4,Economy,Less than 5,Somewhat dissatisfied
32,23.200000000000003,Standard,Less than 5,Somewhat satisfied
59,6.9,Economy,More than 15,Neutral
39,32.2,Luxury,5 to 15,Highly satisfied
28,9,Economy,5 to 15,Somewhat dissatisfied
52,20.5,Standard,5 to 15,Neutral
43,13.700000000000001,Economy,Less than 5,Highly dissatisfied
39,12.200000000000001,Economy,5 to 15,Neutral
32,11.600000000000001,Economy,5 to 15,Neutral
43,28.200000000000003,Standard,5 to 15,Highly satisfied
28,15.100000000000001,Standard,5 to 15,Somewhat dissatisfied
26,10.600000000000001,Economy,5 to 15,Somewhat satisfied
49,31.400000000000002,Luxury,5 to 15,Highly satisfied
29,14.700000000000001,Economy,Less than 5,Neutral
46,44.5,Luxury,Less than 5,Somewhat dissatisfied
25,15.600000000000001,Standard,Less than 5,Highly dissatisfied
51,15.5,Standard,5 to 15,Somewhat satisfied
53,39.300000000000004,Luxury,More than 15,Neutral
51,8.9,Economy,Less than 5,Neutral
28,10.9,Economy,Less than 5,Neutral
51,22.900000000000002,Standard,5 to 15,Neutral
37,17,Standard,5 to 15,Somewhat satisfied
46,55.7,Luxury,More than 15,Neutral
25,8.1,Economy,Less than 5,Neutral
27,20.3,Standard,Less than 5,Highly dissatisfied
31,31.400000000000002,Luxury,5 to 15,Highly dissatisfied
46,85.3,Luxury,More than 15,Somewhat satisfied
56,14.9,Economy,Less than 5,Highly dissatisfied
22,13.5,Economy,Less than 5,Highly dissatisfied
45,43,Luxury,5 to 15,Somewhat dissatisfied
54,98.4,Luxury,More than 15,Highly satisfied
41,20.700000000000003,Standard,Less than 5,Neutral
37,25.200000000000003,Standard,More than 15,Somewhat satisfied
47,93.4,Luxury,More than 15,Highly satisfied
52,16.400000000000002,Standard,Less than 5,Somewhat satisfied
40,33.2,Luxury,Less than 5,Highly dissatisfied
52,12,Economy,5 to 15,Somewhat dissatisfied
47,34.6,Luxury,5 to 15,Somewhat satisfied
38,14.8,Economy,5 to 15,Somewhat dissatisfied
53,50.900000000000006,Luxury,More than 15,Somewhat satisfied
38,17.5,Standard,Less than 5,Highly dissatisfied
52,45.1,Luxury,More than 15,Somewhat satisfied
59,10.100000000000001,Economy,Less than 5,Highly dissatisfied
23,9,Economy,Less than 5,Somewhat satisfied
67,5.5,Economy,5 to 15,Neutral
33,12.600000000000001,Economy,Less than 5,Somewhat dissatisfied
45,26.5,Standard,Less than 5,Highly satisfied
44,24.5,Standard,5 to 15,Somewhat dissatisfied
49,25.1,Standard,5 to 15,Highly satisfied
31,9.200000000000001,Economy,Less than 5,Highly dissatisfied
70,14.8,Economy,More than 15,Somewhat satisfied
60,78.8,Luxury,More than 15,Somewhat dissatisfied
33,19.6,Standard,Less than 5,Neutral
21,15.200000000000001,Standard,Less than 5,Neutral
38,11.3,Economy,Less than 5,Highly dissatisfied
31,11.700000000000001,Economy,5 to 15,Somewhat dissatisfied
44,30.8,Luxury,More than 15,Highly satisfied
47,15.700000000000001,Standard,5 to 15,Highly satisfied
49,33.6,Luxury,Less than 5,Somewhat dissatisfied
56,67.6,Luxury,More than 15,Neutral
29,17.3,Standard,Less than 5,Neutral
75,5.4,Economy,5 to 15,Highly dissatisfied
30,28.200000000000003,Standard,Less than 5,Somewhat dissatisfied
42,79,Luxury,More than 15,Somewhat satisfied
26,24.700000000000003,Standard,Less than 5,Neutral
63,30.3,Luxury,5 to 15,Somewhat dissatisfied
48,11.600000000000001,Economy,Less than 5,Somewhat dissatisfied
35,40.2,Luxury,5 to 15,Somewhat satisfied
30,20.200000000000003,Standard,5 to 15,Highly satisfied
61,18.5,Standard,More than 15,Somewhat satisfied
25,9.4,Economy,Less than 5,Somewhat dissatisfied
22,14.700000000000001,Economy,Less than 5,Neutral
34,22.8,Standard,5 to 15,Somewhat dissatisfied
43,24.8,Standard,5 to 15,Somewhat dissatisfied
29,30.3,Luxury,Less than 5,Somewhat satisfied
33,13.600000000000001,Economy,5 to 15,Somewhat dissatisfied
37,25.1,Standard,5 to 15,Neutral
40,38.1,Luxury,More than 15,Somewhat satisfied
37,23,Standard,5 to 15,Highly satisfied
34,25.5,Standard,Less than 5,Neutral
63,18.6,Standard,More than 15,Somewhat satisfied
41,25.700000000000003,Standard,5 to 15,Highly dissatisfied
47,89.7,Luxury,More than 15,Neutral
57,51.800000000000004,Luxury,Less than 5,Highly satisfied
41,54.2,Luxury,5 to 15,Somewhat satisfied
57,65.5,Luxury,More than 15,Highly satisfied
56,25.8,Standard,More than 15,Somewhat satisfied
55,22.900000000000002,Standard,5 to 15,Somewhat dissatisfied
39,72.8,Luxury,More than 15,Somewhat satisfied
35,26.200000000000003,Standard,Less than 5,Somewhat dissatisfied
67,47.6,Luxury,More than 15,Somewhat dissatisfied
31,13,Economy,Less than 5,Highly dissatisfied
41,46.2,Luxury,5 to 15,Somewhat satisfied
33,25,Standard,5 to 15,Highly satisfied
35,29.5,Standard,5 to 15,Neutral
56,99.7,Luxury,More than 15,Somewhat satisfied
37,18.6,Standard,5 to 15,Somewhat satisfied
59,29.700000000000003,Standard,More than 15,Somewhat satisfied
59,64.60000000000001,Luxury,More than 15,Highly satisfied
44,24.8,Standard,5 to 15,Somewhat dissatisfied
32,15.8,Standard,5 to 15,Somewhat satisfied
36,39.400000000000006,Luxury,5 to 15,Somewhat dissatisfied
37,17.5,Standard,5 to 15,Somewhat dissatisfied
52,26.700000000000003,Standard,Less than 5,Neutral
26,11.600000000000001,Economy,Less than 5,Highly dissatisfied
36,12,Economy,Less than 5,Somewhat dissatisfied
47,23.200000000000003,Standard,5 to 15,Neutral
33,67.7,Luxury,Less than 5,Somewhat dissatisfied
34,26.400000000000002,Standard,5 to 15,Somewhat satisfied
39,75.4,Luxury,5 to 15,Highly dissatisfied
49,73.3,Luxury,More than 15,Somewhat dissatisfied
41,11.600000000000001,Economy,Less than 5,Highly dissatisfied
54,35.800000000000004,Luxury,More than 15,Somewhat satisfied
38,20.8,Standard,Less than 5,Somewhat dissatisfied
